"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"names"
"MSRB3"	0.399439467448518	-0.00294098593039305	0.003	0.007	1	"MSRB3"
"NRG1"	0.399439467448518	-0.00390401941599894	0.003	0.007	1	"NRG1"
"HTR3E"	0.399439467448518	-0.00944561399078037	0.003	0.007	1	"HTR3E"
"HFE2"	0.399439467448518	-0.0122384048944522	0.003	0.007	1	"HFE2"
"H19"	0.399439467448518	-0.0124966288895463	0.003	0.007	1	"H19"
"TMPRSS11A"	0.399439467448518	-0.0333865741264017	0.003	0.007	1	"TMPRSS11A"
"DMRTC1"	0.399439467448518	-0.0580254170945596	0.003	0.007	1	"DMRTC1"
"PRRT1"	0.399439467448518	-0.0804795376135177	0.003	0.007	1	"PRRT1"
"ID1"	0.399439467448518	-0.0841194028699315	0.003	0.007	1	"ID1"
"DDX4"	0.399439467448518	-0.122704329503355	0.003	0.007	1	"DDX4"
"FLG2"	0.399439467448518	-0.202953972392677	0.003	0.007	1	"FLG2"
"UTS2B"	0.399439467448518	-0.245932405458613	0.003	0.007	1	"UTS2B"
"NXF3"	0.399439467448518	-0.341767817968874	0.003	0.007	1	"NXF3"
"TAS1R1"	0.399439467448518	-0.457536797294884	0.003	0.007	1	"TAS1R1"
"IZUMO1"	0.399439467448518	-0.712280003107015	0.003	0.007	1	"IZUMO1"
"SPAG6"	0.399439467448518	-0.844957543104431	0.003	0.007	1	"SPAG6"
"FOCAD"	0.399450200333002	-0.516386870880195	0.239	0.255	1	"FOCAD"
"R3HDM1"	0.399666828906649	-0.00356143405390269	0.334	0.317	1	"R3HDM1"
"PIP5K1A"	0.399869246740675	-0.259083045133674	0.228	0.203	1	"PIP5K1A"
"DNTTIP2"	0.40004449225319	-0.0694412517374379	0.453	0.503	1	"DNTTIP2"
"ZDHHC8"	0.400050368051705	-0.137213799343435	0.1	0.083	1	"ZDHHC8"
"SCARF2"	0.400065262469953	-0.333849262072326	0.011	0.017	1	"SCARF2"
"TAOK3"	0.400469890043916	-0.239905960256176	0.582	0.6	1	"TAOK3"
"SOWAHC"	0.400723445882138	0.60918290754037	0.003	0.007	1	"SOWAHC"
"SMKR1"	0.400723445882138	0.442923184374957	0.003	0.007	1	"SMKR1"
"ITGB5"	0.400723445882138	0.426295016181767	0.003	0.007	1	"ITGB5"
"FST"	0.400723445882138	0.39497119380374	0.003	0.007	1	"FST"
"MTCL1"	0.400723445882138	0.308584906441459	0.003	0.007	1	"MTCL1"
"HAO1"	0.400723445882138	0.23729983770979	0.003	0.007	1	"HAO1"
"CELA1"	0.400723445882138	0.221583499505879	0.003	0.007	1	"CELA1"
"MAGEA3"	0.400723445882138	0.194309294037673	0.003	0.007	1	"MAGEA3"
"LRRC49"	0.400723445882138	0.175736848681294	0.003	0.007	1	"LRRC49"
"SMCO2"	0.400723445882138	0.127581066211037	0.003	0.007	1	"SMCO2"
"PLPPR1"	0.400723445882138	0.0861626832238729	0.003	0.007	1	"PLPPR1"
"GDF1"	0.400723445882138	0.0240910639371377	0.003	0.007	1	"GDF1"
"CD248"	0.400723445882138	0.0203589912496041	0.003	0.007	1	"CD248"
"SNORD116-24"	0.400723445882138	0.00104484597456977	0.003	0.007	1	"SNORD116-24"
"BANK1"	0.400723445882138	-5.13242076216613e-05	0.003	0.007	1	"BANK1"
"PDE1A"	0.400723445882138	-0.00159121534512252	0.003	0.007	1	"PDE1A"
"NANOG"	0.400723445882138	-0.0019626549268974	0.003	0.007	1	"NANOG"
"HBG1"	0.400723445882138	-0.00440697453379801	0.003	0.007	1	"HBG1"
"MIOX"	0.400723445882138	-0.00449406120383333	0.003	0.007	1	"MIOX"
"DNAJC22"	0.400723445882138	-0.00472348437531966	0.003	0.007	1	"DNAJC22"
"PLAC8L1"	0.400723445882138	-0.0123422074763111	0.003	0.007	1	"PLAC8L1"
"SPRNP1"	0.400723445882138	-0.0151499326730393	0.003	0.007	1	"SPRNP1"
"THSD7B"	0.400723445882138	-0.0164175991093396	0.003	0.007	1	"THSD7B"
"SSUH2"	0.400723445882138	-0.0220878348170004	0.003	0.007	1	"SSUH2"
"MGP"	0.400723445882138	-0.0423011515838896	0.003	0.007	1	"MGP"
"CPLX2"	0.400723445882138	-0.114820441704228	0.003	0.007	1	"CPLX2"
"TEKT3"	0.400723445882138	-0.229187585534265	0.003	0.007	1	"TEKT3"
"AVEN"	0.400810109686759	-0.414295934994176	0.011	0.017	1	"AVEN"
"LOC389906"	0.40085652121152	-0.108147069925935	0.067	0.052	1	"LOC389906"
"RFXAP"	0.401523975546549	-0.386972937848957	0.052	0.066	1	"RFXAP"
"SLC38A4"	0.401555789304246	-0.855252549665526	0.011	0.017	1	"SLC38A4"
"TMEM14B"	0.4017895248936	0.0969250967262253	0.576	0.559	1	"TMEM14B"
"HOMEZ"	0.401921549801393	-0.0763727905967198	0.076	0.093	1	"HOMEZ"
"CYP2C8"	0.402009900606536	1.00948755940138	0.003	0.007	1	"CYP2C8"
"HCK"	0.402009900606536	0.553997439581896	0.003	0.007	1	"HCK"
"PLET1"	0.402009900606536	0.425554489088748	0.003	0.007	1	"PLET1"
"LDHAL6B"	0.402009900606536	0.424249122071526	0.003	0.007	1	"LDHAL6B"
"ENPP3"	0.402009900606536	0.344097459722222	0.003	0.007	1	"ENPP3"
"LOC285762"	0.402009900606536	0.215915870343918	0.003	0.007	1	"LOC285762"
"CADM4"	0.402009900606536	0.214385734246704	0.003	0.007	1	"CADM4"
"LCE3D"	0.402009900606536	0.137119732854205	0.003	0.007	1	"LCE3D"
"RIPK4"	0.402009900606536	0.129915603275878	0.003	0.007	1	"RIPK4"
"GPR61"	0.402009900606536	0.119219567405363	0.003	0.007	1	"GPR61"
"USP44"	0.402009900606536	0.104407153108683	0.003	0.007	1	"USP44"
"TRPV4"	0.402009900606536	0.0957389915218574	0.003	0.007	1	"TRPV4"
"SPTLC3"	0.402009900606536	0.0936071155423601	0.003	0.007	1	"SPTLC3"
"RIN1"	0.402009900606536	0.0818025660698245	0.003	0.007	1	"RIN1"
"LINC00635"	0.402009900606536	0.0446415269095857	0.003	0.007	1	"LINC00635"
"KCNH1"	0.402009900606536	0.0419452747181044	0.003	0.007	1	"KCNH1"
"OR4C45"	0.402009900606536	0.0335253390685963	0.003	0.007	1	"OR4C45"
"TFCP2L1"	0.402009900606536	0.0238837168269113	0.003	0.007	1	"TFCP2L1"
"GATA2"	0.402009900606536	0.0116552821092002	0.003	0.007	1	"GATA2"
"ACOT12"	0.402009900606536	0.0108365298639725	0.003	0.007	1	"ACOT12"
"CR2"	0.402009900606536	0.00641173397031114	0.003	0.007	1	"CR2"
"ZBTB7C"	0.402009900606536	0.00260059957263081	0.003	0.007	1	"ZBTB7C"
"OR2L13"	0.402009900606536	0.00110823771857582	0.003	0.007	1	"OR2L13"
"FLJ43315"	0.402009900606536	0.000732570293500601	0.003	0.007	1	"FLJ43315"
"GAGE2C"	0.402009900606536	1.31091185640031e-05	0.003	0.007	1	"GAGE2C"
"FGF18"	0.402009900606536	-0.00153537539489612	0.003	0.007	1	"FGF18"
"GEMIN8P4"	0.402009900606536	-0.00232824472636128	0.003	0.007	1	"GEMIN8P4"
"CFAP61"	0.402009900606536	-0.00405055912640417	0.003	0.007	1	"CFAP61"
"MGC12916"	0.402112760836953	-0.33794967198359	0.091	0.107	1	"MGC12916"
"LSG1"	0.402116154365058	-0.0424319016141238	0.254	0.29	1	"LSG1"
"TMEM139"	0.402302300933365	0.0100824524317793	0.011	0.017	1	"TMEM139"
"SETD3"	0.402410018000614	-0.252574792929218	0.223	0.252	1	"SETD3"
"VPS18"	0.402504863625341	-0.200446312442757	0.108	0.128	1	"VPS18"
"C1orf35"	0.402592394292869	-0.278964794464679	0.228	0.2	1	"C1orf35"
"WDR53"	0.402656689478598	0.157086769630585	0.237	0.214	1	"WDR53"
"BBS10"	0.402789616595334	-0.1215611834167	0.046	0.059	1	"BBS10"
"PRC1-AS1"	0.402976943142628	0.0245213370896757	0.052	0.066	1	"PRC1-AS1"
"SIDT1"	0.40299014695665	-0.287079189157125	0.298	0.328	1	"SIDT1"
"HPD"	0.403049644181686	-0.367932568944424	0.011	0.017	1	"HPD"
"PBDC1"	0.403100695018549	-0.10275207858449	0.304	0.269	1	"PBDC1"
"FBXW4P1"	0.403153395018736	0.0456099316695866	0.065	0.052	1	"FBXW4P1"
"CHTOP"	0.403188533789309	-0.239458428068293	0.536	0.552	1	"CHTOP"
"ZNF766"	0.40323191688335	-0.62751662779166	0.274	0.297	1	"ZNF766"
"PDXK"	0.403282131228391	-0.351559357473508	0.185	0.21	1	"PDXK"
"PPP2R1B"	0.403313587197379	0.0555979432323706	0.342	0.324	1	"PPP2R1B"
"RIOK3"	0.403400430330215	-0.0579271402046468	0.612	0.583	1	"RIOK3"
"PACRGL"	0.403698579681006	0.0624735113830419	0.085	0.069	1	"PACRGL"
"FAM217B"	0.403732823141913	-0.573950651759184	0.316	0.331	1	"FAM217B"
"C9orf3"	0.404144167205739	-0.192817923533604	0.091	0.11	1	"C9orf3"
"KLF16"	0.404333539731468	0.00691092043440289	0.03	0.021	1	"KLF16"
"PLTP"	0.404424113552297	-0.0211979706196866	0.52	0.534	1	"PLTP"
"EXOC2"	0.404437335806104	-0.226296729401779	0.462	0.483	1	"EXOC2"
"RILPL1"	0.404516824537352	0.00531015148751246	0.043	0.031	1	"RILPL1"
"DHX15"	0.404636730621441	0.00286451133984689	0.541	0.555	1	"DHX15"
"RFX2"	0.404808134444256	1.3708806532623	0.026	0.017	1	"RFX2"
"POM121"	0.404817484624633	-0.288042146804709	0.524	0.541	1	"POM121"
"HADHB"	0.404852666448468	-0.037572936914675	0.685	0.659	1	"HADHB"
"RBSN"	0.404890359174626	-0.392396585223117	0.195	0.221	1	"RBSN"
"SYS1-DBNDD2"	0.404936464614378	0.0124893732438364	0.296	0.266	1	"SYS1-DBNDD2"
"KXD1"	0.405042147111425	0.109979889158731	0.482	0.469	1	"KXD1"
"UBQLN4"	0.405140592072248	-0.823016423925366	0.068	0.083	1	"UBQLN4"
"SZT2"	0.405537935754117	0.0161793399597294	0.359	0.338	1	"SZT2"
"PDHX"	0.405566106337077	-0.0712729032025601	0.275	0.307	1	"PDHX"
"SDHAF2"	0.405820793623848	0.0509470152770339	0.489	0.466	1	"SDHAF2"
"TMEM43"	0.405936716658041	0.123395981587524	0.491	0.483	1	"TMEM43"
"TMEM222"	0.406010306300659	-0.130373500601856	0.298	0.328	1	"TMEM222"
"BTBD7"	0.40602539265704	-0.752146260808466	0.157	0.176	1	"BTBD7"
"CERCAM"	0.406047325400171	0.527689604181859	0.011	0.017	1	"CERCAM"
"MIR3679"	0.406047325400171	0.0286779257460905	0.011	0.017	1	"MIR3679"
"BBS1"	0.406145042514795	-0.2039524804414	0.313	0.272	1	"BBS1"
"ZNF428"	0.406296361716745	-0.189539064685627	0.184	0.207	1	"ZNF428"
"MALSU1"	0.4063656242815	0.257211920387978	0.193	0.172	1	"MALSU1"
"ASMTL-AS1"	0.406387722268054	0.0134674707977682	0.03	0.021	1	"ASMTL-AS1"
"CYB5B"	0.406413906115022	-0.225529779606202	0.596	0.583	1	"CYB5B"
"HDLBP"	0.406498498679854	0.0366543685432532	0.409	0.397	1	"HDLBP"
"MEGF8"	0.406682709454122	-0.136752098649318	0.043	0.031	1	"MEGF8"
"FBXO5"	0.406721180775779	-0.694100345743464	0.074	0.09	1	"FBXO5"
"TOPORS"	0.40672236362753	-0.314313048940802	0.375	0.417	1	"TOPORS"
"PLAG1"	0.406798820739794	0.562321654968248	0.011	0.017	1	"PLAG1"
"EML6"	0.406798820739794	0.143622459719206	0.011	0.017	1	"EML6"
"STON1"	0.406798820739794	0.112385855194763	0.011	0.017	1	"STON1"
"LIMD1-AS1"	0.406869546038797	0.166851186251235	0.073	0.059	1	"LIMD1-AS1"
"SIRT7"	0.407012133247777	-0.352569560996652	0.211	0.228	1	"SIRT7"
"MIR186"	0.407035738725374	-0.178895035599747	0.046	0.059	1	"MIR186"
"GTF3C4"	0.407035738725374	-0.296595820101534	0.046	0.059	1	"GTF3C4"
"MITD1"	0.407399098491185	-0.204058295397602	0.442	0.476	1	"MITD1"
"TUBGCP4"	0.407406097294597	-0.443566415671177	0.164	0.186	1	"TUBGCP4"
"BEND3P3"	0.407417145318019	-0.0022058649351484	0.03	0.021	1	"BEND3P3"
"HOTAIRM1"	0.407806056939504	0.189884361133419	0.125	0.107	1	"HOTAIRM1"
"GLRX3"	0.407880659456978	-0.0506423437449215	0.416	0.372	1	"GLRX3"
"RNF111"	0.40789221647636	-0.139237894558303	0.41	0.393	1	"RNF111"
"SAMD4A"	0.408083518844247	0.444766736219254	0.038	0.028	1	"SAMD4A"
"DDX20"	0.408184320822491	-0.198609752266833	0.163	0.19	1	"DDX20"
"LOC389705"	0.40844812147417	-0.374676136028698	0.03	0.021	1	"LOC389705"
"ZNF571-AS1"	0.40855527705121	-0.365733460599782	0.04	0.052	1	"ZNF571-AS1"
"BLOC1S2"	0.408572679759359	0.102982511042836	0.486	0.469	1	"BLOC1S2"
"ZC2HC1B"	0.408634559177147	-0.234424602817157	0.17	0.145	1	"ZC2HC1B"
"IFNAR1"	0.40866793890777	-0.299555691051879	0.325	0.352	1	"IFNAR1"
"MIR4639"	0.408697244972213	0.174302105888196	0.078	0.062	1	"MIR4639"
"AGO1"	0.408957271227824	-0.0147148911547876	0.152	0.131	1	"AGO1"
"EFTUD1P1"	0.409106263215635	0.497440614715251	0.065	0.052	1	"EFTUD1P1"
"STYXL1"	0.409187322182145	-0.187636411125709	0.201	0.224	1	"STYXL1"
"ELAC1"	0.409291139344792	-0.547260251739168	0.105	0.121	1	"ELAC1"
"TMEM187"	0.409388243108106	0.414755807063224	0.102	0.086	1	"TMEM187"
"HNRNPH3"	0.409523121458752	-0.0444587064116641	0.67	0.624	1	"HNRNPH3"
"COPG1"	0.410065991767466	-0.0684416597177109	0.454	0.424	1	"COPG1"
"PHF11"	0.410179428200902	-0.246215634412422	0.657	0.638	1	"PHF11"
"BCKDK"	0.410243108669036	0.263050746922196	0.191	0.172	1	"BCKDK"
"SPATS1"	0.410273230580395	0.108411480390178	0.05	0.038	1	"SPATS1"
"TOR1AIP1"	0.410467712765908	-0.00446095526921253	0.616	0.61	1	"TOR1AIP1"
"MORF4L2"	0.410686010526977	0.0491759218421571	0.445	0.428	1	"MORF4L2"
"LOC285074"	0.410687607899991	-0.496018017307639	0.15	0.172	1	"LOC285074"
"NSUN5"	0.411032257045333	-0.427151651468221	0.313	0.328	1	"NSUN5"
"ANKRD20A11P"	0.411032349613115	-0.0860704926291458	0.03	0.021	1	"ANKRD20A11P"
"ELP4"	0.411090739245188	-0.0145100529238413	0.19	0.214	1	"ELP4"
"TMSB15B"	0.411394722140939	-0.1527404788172	0.07	0.055	1	"TMSB15B"
"AKT2"	0.411414196030297	-0.222838620949709	0.337	0.303	1	"AKT2"
"TRAPPC5"	0.411429870930783	0.117920017113781	0.524	0.507	1	"TRAPPC5"
"MMAA"	0.411448032484162	0.248397097761985	0.109	0.093	1	"MMAA"
"FASTKD5"	0.411584403385975	-0.257082283027533	0.258	0.29	1	"FASTKD5"
"OXA1L"	0.411800734597501	-0.124085446526786	0.495	0.452	1	"OXA1L"
"SLU7"	0.412085796126286	-0.182430269247111	0.576	0.597	1	"SLU7"
"SRBD1"	0.412357145677881	0.025433326250337	0.204	0.183	1	"SRBD1"
"PEX6"	0.412393398333333	-0.790580182764807	0.053	0.066	1	"PEX6"
"JAGN1"	0.412625367159133	0.0520155314326737	0.257	0.29	1	"JAGN1"
"C22orf15"	0.412656680407957	0.609601155662761	0.084	0.069	1	"C22orf15"
"GABPB2"	0.413128903395911	-0.179190030070425	0.078	0.093	1	"GABPB2"
"NKRF"	0.413154322114079	-0.151701725512096	0.094	0.114	1	"NKRF"
"NIPBL"	0.413249449056466	-0.0766033689284447	0.701	0.724	1	"NIPBL"
"SNX19"	0.413335656790741	-0.297227971197329	0.239	0.266	1	"SNX19"
"FAM189B"	0.413618131791733	0.856250047271224	0.038	0.028	1	"FAM189B"
"ZNF439"	0.41373086028982	-0.129699215932207	0.058	0.072	1	"ZNF439"
"INVS"	0.413891842996299	-0.187057201301118	0.143	0.166	1	"INVS"
"GTPBP2"	0.413986524818178	0.0246017154885783	0.096	0.079	1	"GTPBP2"
"MCPH1"	0.413997197169062	-0.146563850490897	0.266	0.297	1	"MCPH1"
"ZNF749"	0.414082178387487	-0.484282649367582	0.058	0.072	1	"ZNF749"
"HLA-F-AS1"	0.414313935589719	-0.270650848487666	0.325	0.29	1	"HLA-F-AS1"
"TRIM7"	0.414337068294025	0.410869914470601	0.026	0.017	1	"TRIM7"
"ZBTB16"	0.414354925136391	2.14722835637896	0.041	0.031	1	"ZBTB16"
"SLC39A5"	0.41447983366021	-0.406393328423728	0.07	0.055	1	"SLC39A5"
"AMT"	0.41454395242538	-0.133411391403879	0.09	0.072	1	"AMT"
"TAPT1"	0.414684242860085	-0.676617866103751	0.141	0.159	1	"TAPT1"
"CENPE"	0.414855949291291	-0.596279003878348	0.112	0.131	1	"CENPE"
"PPARA"	0.415125428767815	-0.610539667162595	0.059	0.072	1	"PPARA"
"FAM65A"	0.415131190232056	0.195044255784638	0.105	0.09	1	"FAM65A"
"MBNL2"	0.415209004795461	0.104546726489623	0.33	0.307	1	"MBNL2"
"GGCX"	0.415425737937524	0.00585633103367511	0.505	0.514	1	"GGCX"
"TBC1D3H"	0.415466776436056	0.0160394414560505	0.026	0.017	1	"TBC1D3H"
"PUS7"	0.415474687996652	-0.843425311308287	0.059	0.072	1	"PUS7"
"POLI"	0.415536139552709	-0.0351633996688572	0.184	0.21	1	"POLI"
"PNPLA3"	0.415568072442217	0.0230280210007194	0.274	0.241	1	"PNPLA3"
"RALGAPB"	0.415646114847569	-0.0950696175648927	0.378	0.359	1	"RALGAPB"
"BLOC1S5"	0.415661268175038	-0.0271738429602086	0.21	0.238	1	"BLOC1S5"
"LRP6"	0.416032312158592	-0.996306764126002	0.026	0.017	1	"LRP6"
"GPR35"	0.416324988764863	-0.801864074372842	0.014	0.021	1	"GPR35"
"DNLZ"	0.416352940741345	0.454479624822016	0.096	0.079	1	"DNLZ"
"H6PD"	0.416644801754005	0.0523009578654128	0.214	0.193	1	"H6PD"
"CCDC183-AS1"	0.416867075159145	0.384163760022516	0.038	0.028	1	"CCDC183-AS1"
"RFNG"	0.416914007529269	0.390434848491423	0.073	0.059	1	"RFNG"
"RNF19B"	0.4170069541253	-0.367445007256742	0.079	0.062	1	"RNF19B"
"SNORA80B"	0.417008234103986	-0.472579133490546	0.014	0.021	1	"SNORA80B"
"LMNTD2"	0.417164745976378	0.329411559848486	0.026	0.017	1	"LMNTD2"
"LOC553103"	0.417174893397935	-0.0873787263300514	0.043	0.031	1	"LOC553103"
"SNORD77"	0.417273970244604	-0.190834914336701	0.03	0.021	1	"SNORD77"
"SNORD19"	0.417615503255873	-0.246303931562387	0.043	0.031	1	"SNORD19"
"GPN3"	0.417783221718858	-0.255043802193553	0.134	0.152	1	"GPN3"
"CLP1"	0.417887994510779	-0.0875864021015231	0.12	0.1	1	"CLP1"
"CCDC59"	0.418015780153847	-0.177422756765017	0.339	0.372	1	"CCDC59"
"ANKRD13D"	0.418357254010116	-0.0987323727433553	0.239	0.262	1	"ANKRD13D"
"PPME1"	0.418358639900183	0.0657085773167625	0.225	0.207	1	"PPME1"
"GNAI2"	0.418438998152046	-0.278828034944224	0.698	0.648	1	"GNAI2"
"SSR2"	0.418558854983933	-0.0848199399137469	0.739	0.752	1	"SSR2"
"ACSF3"	0.418993768564147	-0.510412758822607	0.172	0.186	1	"ACSF3"
"ACACB"	0.419568190028708	0.15744317065401	0.05	0.038	1	"ACACB"
"PIK3C3"	0.419757004580654	0.0475065706346478	0.345	0.338	1	"PIK3C3"
"DOCK8"	0.419842344773724	-0.0613553976750332	0.929	0.907	1	"DOCK8"
"PDE8A"	0.419880811198009	-0.461212210282361	0.108	0.124	1	"PDE8A"
"ZBED4"	0.41999704664779	-0.563185912738744	0.093	0.107	1	"ZBED4"
"AFF4"	0.420080880591583	-0.139162211691039	0.465	0.434	1	"AFF4"
"LOC100507346"	0.420434365188776	-0.443039060729789	0.014	0.021	1	"LOC100507346"
"CERS2"	0.420522005055412	-0.273039255185474	0.354	0.366	1	"CERS2"
"SMUG1"	0.420596792138644	-0.00717281352644528	0.176	0.155	1	"SMUG1"
"ZNF20"	0.420810062649697	0.00825780412761601	0.065	0.052	1	"ZNF20"
"LINC01128"	0.4216510326317	0.11719585651577	0.064	0.079	1	"LINC01128"
"ITPKC"	0.42197485398043	0.838879172393279	0.046	0.034	1	"ITPKC"
"STX17"	0.422286698648136	0.0767295802228295	0.301	0.283	1	"STX17"
"IP6K1"	0.422340294489973	-0.0830863901024116	0.295	0.269	1	"IP6K1"
"CACNG8"	0.422497955202493	-0.0374809576294881	0.014	0.021	1	"CACNG8"
"ZGRF1"	0.422779589119761	0.583210068034252	0.082	0.069	1	"ZGRF1"
"ANKRD16"	0.423425538391524	-0.271226620443001	0.026	0.017	1	"ANKRD16"
"DDX39A"	0.423437632902409	-0.16810874679229	0.6	0.61	1	"DDX39A"
"IMMP2L"	0.423634314417199	-0.129567971173314	0.058	0.072	1	"IMMP2L"
"RASA1"	0.423747307898021	-0.133266687799881	0.403	0.434	1	"RASA1"
"HAX1"	0.42380198885946	-0.207115986554511	0.505	0.514	1	"HAX1"
"FUT2"	0.423876972554484	-0.881773797189337	0.014	0.021	1	"FUT2"
"SUSD1"	0.424113903659064	0.0418136688619679	0.046	0.034	1	"SUSD1"
"HS3ST3B1"	0.424451091803973	-0.26915594128254	0.179	0.197	1	"HS3ST3B1"
"NT5C1B"	0.424567467384695	-0.253496638285846	0.014	0.021	1	"NT5C1B"
"GNG3"	0.424670901615285	-0.00474043490033926	0.062	0.048	1	"GNG3"
"RAD50"	0.424748977151723	-0.329377340343144	0.444	0.459	1	"RAD50"
"ASH1L-AS1"	0.42495740355286	-0.30350526130488	0.45	0.41	1	"ASH1L-AS1"
"ENDOV"	0.424999710591406	0.195997123703843	0.084	0.069	1	"ENDOV"
"NKIRAS1"	0.424999710591406	-0.0907638794158427	0.084	0.069	1	"NKIRAS1"
"NLN"	0.425090625648321	1.37804388443439	0.021	0.014	1	"NLN"
"DIAPH2"	0.425461726760399	-0.679446677376478	0.153	0.128	1	"DIAPH2"
"LINC01347"	0.425553243636231	0.111373835583247	0.106	0.09	1	"LINC01347"
"WDR37"	0.425566687211273	-0.491604846905303	0.298	0.317	1	"WDR37"
"GALNS"	0.425661351995505	0.158471775993832	0.167	0.152	1	"GALNS"
"LOXL1"	0.425701000383401	-0.732137905420964	0.085	0.1	1	"LOXL1"
"DNAH1"	0.425907237830313	-0.37751633425085	0.191	0.214	1	"DNAH1"
"KDELC1"	0.42595042758381	-0.584589521106467	0.014	0.021	1	"KDELC1"
"HERC2"	0.426193355632256	-0.433059140164391	0.378	0.403	1	"HERC2"
"SPON2"	0.426272159036011	0.0570119662803723	0.053	0.041	1	"SPON2"
"ANKS1A"	0.42629985344768	0.255460684824895	0.076	0.062	1	"ANKS1A"
"POLD4"	0.426322128158962	0.00824875127539421	0.644	0.6	1	"POLD4"
"MYO9A"	0.426352341927402	-0.11153795611979	0.179	0.155	1	"MYO9A"
"NCKAP1L"	0.426532216800972	-0.0457161529964503	0.641	0.624	1	"NCKAP1L"
"LOC100506746"	0.426642892238217	-0.00158213076005875	0.014	0.021	1	"LOC100506746"
"NCKAP5L"	0.426642892238217	-0.170595117747339	0.014	0.021	1	"NCKAP5L"
"JKAMP"	0.426660570483097	0.0200871482453789	0.386	0.366	1	"JKAMP"
"GID4"	0.426985362701779	-0.389003397633223	0.058	0.045	1	"GID4"
"ZBTB10"	0.426989369776357	0.292293586744315	0.021	0.014	1	"ZBTB10"
"KIF16B"	0.427188585071008	0.143327264581414	0.116	0.1	1	"KIF16B"
"AP1AR"	0.427241337543301	0.159057915488266	0.152	0.134	1	"AP1AR"
"ZNF85"	0.427520596595023	0.320189673077344	0.16	0.141	1	"ZNF85"
"EIF2AK2"	0.427556907248608	0.0257926250370069	0.494	0.469	1	"EIF2AK2"
"MAGI3"	0.427623381185894	0.926153885332291	0.021	0.014	1	"MAGI3"
"LRP5L"	0.427647607086947	-0.0431406365006684	0.038	0.028	1	"LRP5L"
"WDR70"	0.427994844478348	-0.0135991763230354	0.353	0.341	1	"WDR70"
"PRKAG1"	0.428122266883754	0.215880953003589	0.325	0.31	1	"PRKAG1"
"ACTR2"	0.428383728549168	0.0582719458777303	0.801	0.786	1	"ACTR2"
"POLD1"	0.428873161426389	-0.339330980852737	0.1	0.117	1	"POLD1"
"NLRP6"	0.428893047389276	0.342219137454948	0.021	0.014	1	"NLRP6"
"MRPL1"	0.428911646201712	-0.0236804367202113	0.229	0.259	1	"MRPL1"
"BCORL1"	0.429082247122926	0.108435750872037	0.065	0.052	1	"BCORL1"
"SNORA62"	0.429164599579447	-0.0908630757493487	0.026	0.017	1	"SNORA62"
"TUBB3"	0.429464224384675	-0.00984662054998475	0.116	0.134	1	"TUBB3"
"OTUB2"	0.429538917771399	0.0865559384200538	0.038	0.028	1	"OTUB2"
"STX16"	0.429555205591654	-0.312130847944819	0.641	0.628	1	"STX16"
"GINS2"	0.429593183491401	0.306118318133354	0.061	0.048	1	"GINS2"
"JADE1"	0.429684230584638	-0.395405123940233	0.269	0.29	1	"JADE1"
"NOMO3"	0.429938188887423	0.0817594808361068	0.085	0.1	1	"NOMO3"
"LHFPL2"	0.43011504657054	0.577470285496323	0.014	0.021	1	"LHFPL2"
"PPP2R2D"	0.430124269155204	0.352597930087921	0.157	0.141	1	"PPP2R2D"
"LOC100131347"	0.430164902900115	0.461767954675492	0.021	0.014	1	"LOC100131347"
"DCAF10"	0.430208220948997	-0.163772805507392	0.16	0.183	1	"DCAF10"
"YKT6"	0.430542249392922	-0.147100057977074	0.249	0.231	1	"YKT6"
"TMEM184C"	0.430794353944154	0.0897806104357604	0.267	0.248	1	"TMEM184C"
"MXRA7"	0.430801650938193	0.110556674405478	0.021	0.014	1	"MXRA7"
"MFAP4"	0.430851326725359	-0.236093202688793	0.041	0.052	1	"MFAP4"
"UCKL1-AS1"	0.430855224374068	-0.441011857707738	0.188	0.207	1	"UCKL1-AS1"
"MYO19"	0.430935618501031	-0.469812790984637	0.369	0.379	1	"MYO19"
"FAM86FP"	0.43143894545089	0.194458281783435	0.021	0.014	1	"FAM86FP"
"GPN2"	0.431471934492148	0.219776046271092	0.128	0.11	1	"GPN2"
"CENPS"	0.431548685421495	0.634737611960436	0.033	0.024	1	"CENPS"
"PPOX"	0.431556508392868	-0.297431677701293	0.444	0.455	1	"PPOX"
"ALKBH7"	0.431648176893761	0.0919019597411743	0.172	0.197	1	"ALKBH7"
"NCLN"	0.431918026818407	-0.139597998772466	0.263	0.231	1	"NCLN"
"WDR48"	0.431967002643559	-0.213997428106851	0.398	0.369	1	"WDR48"
"MED4"	0.432006704241878	-0.0140296725004377	0.538	0.521	1	"MED4"
"FOPNL"	0.43209548757815	0.0723294248959812	0.322	0.307	1	"FOPNL"
"H2AFY"	0.432098936878987	0.0133146340734175	0.464	0.441	1	"H2AFY"
"CWF19L2"	0.432155359952338	-0.214197154164143	0.491	0.541	1	"CWF19L2"
"CFAP73"	0.432334795198965	-0.0713447738690229	0.24	0.207	1	"CFAP73"
"CTBP1-AS2"	0.432533830841314	-0.042499954115587	0.096	0.079	1	"CTBP1-AS2"
"KCMF1"	0.432660662329709	-0.0465138234912672	0.191	0.169	1	"KCMF1"
"RSG1"	0.432715172749422	0.566638667810889	0.021	0.014	1	"RSG1"
